Ctstomer_id,Order ID,Order Date,Ship Mode,Segment,Value
1964,US-2014-169832,2019-02-23,First Class,Corporate,2.344
1965,US-2014-169833,2019-02-24,First Class,Corporate,2.344
1966,US-2014-169834,2019-02-25,First Class,Corporate,2.344
1967,US-2014-169835,2019-02-26,First Class,Corporate,2.344
1968,US-2014-169836,2019-02-27,First Class,Corporate,2.344
1969,US-2014-169837,2019-02-28,First Class,Corporate,2.344
1970,US-2014-169838,2019-03-01,First Class,Corporate,2.344
1971,US-2014-169839,2019-03-02,First Class,Corporate,2.344
1972,US-2014-169840,2019-03-03,First Class,Corporate,2.344
1973,US-2014-169841,2019-03-04,First Class,Corporate,2.344
1974,US-2014-169842,2019-03-05,First Class,Corporate,2.344
1975,US-2014-169843,2019-03-06,First Class,Corporate,2.344
1976,US-2014-169844,2019-03-07,First Class,Corporate,2.344
1977,US-2014-169845,2019-03-08,First Class,Corporate,2.344
1978,US-2014-169846,2019-03-09,First Class,Corporate,2.344
1979,US-2014-169847,2019-03-10,First Class,Corporate,2.344
1980,US-2014-169848,2019-03-11,First Class,Corporate,2.344
1981,US-2014-169849,2019-03-12,First Class,Corporate,2.344
1982,US-2014-169850,2019-03-13,First Class,Corporate,2.344
1983,US-2014-169851,2019-03-14,First Class,Corporate,2.344
1984,US-2014-169852,2019-03-15,First Class,Corporate,2.344
1985,US-2014-169853,2019-03-16,First Class,Corporate,2.344
1986,US-2014-169854,2019-03-17,First Class,Corporate,2.344
1987,US-2014-169855,2019-03-18,First Class,Corporate,2.344
1988,US-2014-169856,2019-03-19,First Class,Corporate,2.344
1989,US-2014-169857,2019-03-20,First Class,Corporate,2.344
1990,US-2014-169858,2019-03-21,First Class,Corporate,2.344
1991,US-2014-169859,2019-03-22,First Class,Corporate,2.344
1992,US-2014-169860,2019-03-23,First Class,Corporate,2.344
1993,US-2014-169861,2019-03-24,First Class,Corporate,2.344
1994,US-2014-169862,2019-03-25,First Class,Corporate,2.344
1995,US-2014-169863,2019-03-26,First Class,Corporate,2.344
1996,US-2014-169864,2019-03-27,First Class,Corporate,2.344
1997,US-2014-169865,2019-03-28,First Class,Corporate,2.344
1998,US-2014-169866,2019-03-29,First Class,Corporate,2.344
1999,US-2014-169867,2019-03-30,First Class,Corporate,2.344
2000,US-2014-169868,2019-03-31,First Class,Corporate,2.344
2001,US-2014-169869,2019-04-01,First Class,Corporate,2.344
2002,US-2014-169870,2019-04-02,First Class,Corporate,2.344
2003,US-2014-169871,2019-04-03,First Class,Corporate,2.344
2004,US-2014-169872,2019-04-04,First Class,Corporate,2.344
2005,US-2014-169873,2019-04-05,First Class,Corporate,2.344
2006,US-2014-169874,2019-04-06,First Class,Corporate,2.344
2007,US-2014-169875,2019-04-07,First Class,Corporate,2.344
2008,US-2014-169876,2019-04-08,First Class,Corporate,2.344
2009,US-2014-169877,2019-04-09,First Class,Corporate,2.344
2010,US-2014-169878,2019-04-10,First Class,Corporate,2.344
2011,US-2014-169879,2019-04-11,First Class,Corporate,2.344
2012,US-2014-169880,2019-04-12,First Class,Corporate,2.344
2013,US-2014-169881,2019-04-13,First Class,Corporate,2.344
2014,US-2014-169882,2019-04-14,First Class,Corporate,2.344
2015,US-2014-169883,2019-04-15,First Class,Corporate,2.344
2016,US-2014-169884,2019-04-16,First Class,Corporate,2.344
2017,US-2014-169885,2019-04-17,First Class,Corporate,2.344
2018,US-2014-169886,2019-04-18,First Class,Corporate,2.344
2019,US-2014-169887,2019-04-19,First Class,Corporate,2.344
2020,US-2014-169888,2019-04-20,First Class,Corporate,2.344
2021,US-2014-169889,2019-04-21,First Class,Corporate,2.344
2022,US-2014-169890,2019-04-22,First Class,Corporate,2.344
2023,US-2014-169891,2019-04-23,First Class,Corporate,2.344
2024,US-2014-169892,2019-04-24,First Class,Corporate,2.344
2025,US-2014-169893,2019-04-25,First Class,Corporate,2.344
2026,US-2014-169894,2019-04-26,First Class,Corporate,2.344
2027,US-2014-169895,2019-04-27,First Class,Corporate,2.344
2028,US-2014-169896,2019-04-28,First Class,Corporate,2.344
2029,US-2014-169897,2019-04-29,First Class,Corporate,2.344
2030,US-2014-169898,2019-04-30,First Class,Corporate,2.344
2031,US-2014-169899,2019-05-01,First Class,Corporate,2.344
2032,US-2014-169900,2019-05-02,First Class,Corporate,2.344
2033,US-2014-169901,2019-05-03,First Class,Corporate,2.344
2034,US-2014-169902,2019-05-04,First Class,Corporate,2.344
2035,US-2014-169903,2019-05-05,First Class,Corporate,2.344
2036,US-2014-169904,2019-05-06,First Class,Corporate,2.344
2037,US-2014-169905,2019-05-07,First Class,Corporate,2.344
2038,US-2014-169906,2019-05-08,First Class,Corporate,2.344
2039,US-2014-169907,2019-05-09,First Class,Corporate,2.344
2040,US-2014-169908,2019-05-10,First Class,Corporate,2.344
2041,US-2014-169909,2019-05-11,First Class,Corporate,2.344
2042,US-2014-169910,2019-05-12,First Class,Corporate,2.344
2043,US-2014-169911,2019-05-13,First Class,Corporate,2.344
2044,US-2014-169912,2019-05-14,First Class,Corporate,2.344
2045,US-2014-169913,2019-05-15,First Class,Corporate,2.344
2046,US-2014-169914,2019-05-16,First Class,Corporate,2.344
2047,US-2014-169915,2019-05-17,First Class,Corporate,2.344
2048,US-2014-169916,2019-05-18,First Class,Corporate,2.344
2049,US-2014-169917,2019-05-19,First Class,Corporate,2.344
2050,US-2014-169918,2019-05-20,First Class,Corporate,2.344
2051,US-2014-169919,2019-05-21,First Class,Corporate,2.344
2052,US-2014-169920,2019-05-22,First Class,Corporate,2.344
2053,US-2014-169921,2019-05-23,First Class,Corporate,2.344
2054,US-2014-169922,2019-05-24,First Class,Corporate,2.344
2055,US-2014-169923,2019-05-25,First Class,Corporate,2.344
2056,US-2014-169924,2019-05-26,First Class,Corporate,2.344
2057,US-2014-169925,2019-05-27,First Class,Corporate,2.344
2058,US-2014-169926,2019-05-28,First Class,Corporate,2.344
2059,US-2014-169927,2019-05-29,First Class,Corporate,2.344
2060,US-2014-169928,2019-05-30,First Class,Corporate,2.344
2061,US-2014-169929,2019-05-31,First Class,Corporate,2.344
2062,US-2014-169930,2019-06-01,First Class,Corporate,2.344
2063,US-2014-169931,2019-06-02,First Class,Corporate,2.344
2064,US-2014-169932,2019-06-03,First Class,Corporate,2.344
2065,US-2014-169933,2019-06-04,First Class,Corporate,2.344
2066,US-2014-169934,2019-06-05,First Class,Corporate,2.344
2067,US-2014-169935,2019-06-06,First Class,Corporate,2.344
2068,US-2014-169936,2019-06-07,First Class,Corporate,2.344
2069,US-2014-169937,2019-06-08,First Class,Corporate,2.344
2070,US-2014-169938,2019-06-09,First Class,Corporate,2.344
2071,US-2014-169939,2019-06-10,First Class,Corporate,2.344
2072,US-2014-169940,2019-06-11,First Class,Corporate,2.344
2073,US-2014-169941,2019-06-12,First Class,Corporate,2.344
2074,US-2014-169942,2019-06-13,First Class,Corporate,2.344
2075,US-2014-169943,2019-06-14,First Class,Corporate,2.344
2076,US-2014-169944,2019-06-15,First Class,Corporate,2.344
2077,US-2014-169945,2019-06-16,First Class,Corporate,2.344
2078,US-2014-169946,2019-06-17,First Class,Corporate,2.344
2079,US-2014-169947,2019-06-18,First Class,Corporate,2.344
2080,US-2014-169948,2019-06-19,First Class,Corporate,2.344
2081,US-2014-169949,2019-06-20,First Class,Corporate,2.344
2082,US-2014-169950,2019-06-21,First Class,Corporate,2.344
2083,US-2014-169951,2019-06-22,First Class,Corporate,2.344
2084,US-2014-169952,2019-06-23,First Class,Corporate,2.344
2085,US-2014-169953,2019-06-24,First Class,Corporate,2.344
2086,US-2014-169954,2019-06-25,First Class,Corporate,2.344
2087,US-2014-169955,2019-06-26,First Class,Corporate,2.344
2088,US-2014-169956,2019-06-27,First Class,Corporate,2.344
2089,US-2014-169957,2019-06-28,First Class,Corporate,2.344
2090,US-2014-169958,2019-06-29,First Class,Corporate,2.344
2091,US-2014-169959,2019-06-30,First Class,Corporate,2.344
2092,US-2014-169960,2019-07-01,First Class,Corporate,2.344
2093,US-2014-169961,2019-07-02,First Class,Corporate,2.344
2094,US-2014-169962,2019-07-03,First Class,Corporate,2.344
2095,US-2014-169963,2019-07-04,First Class,Corporate,2.344
2096,US-2014-169964,2019-07-05,First Class,Corporate,2.344
2097,US-2014-169965,2019-07-06,First Class,Corporate,2.344
2098,US-2014-169966,2019-07-07,First Class,Corporate,2.344
2099,US-2014-169967,2019-07-08,First Class,Corporate,2.344
2100,US-2014-169968,2019-07-09,First Class,Corporate,2.344
2101,US-2014-169969,2019-07-10,First Class,Corporate,2.344
2102,US-2014-169970,2019-07-11,First Class,Corporate,2.344
2103,US-2014-169971,2019-07-12,First Class,Corporate,2.344
2104,US-2014-169972,2019-07-13,First Class,Corporate,2.344
2105,US-2014-169973,2019-07-14,First Class,Corporate,2.344
2106,US-2014-169974,2019-07-15,First Class,Corporate,2.344
2107,US-2014-169975,2019-07-16,First Class,Corporate,2.344
2108,US-2014-169976,2019-07-17,First Class,Corporate,2.344
2109,US-2014-169977,2019-07-18,First Class,Corporate,2.344
2110,US-2014-169978,2019-07-19,First Class,Corporate,2.344
2111,US-2014-169979,2019-07-20,First Class,Corporate,2.344
2112,US-2014-169980,2019-07-21,First Class,Corporate,2.344
2113,US-2014-169981,2019-07-22,First Class,Corporate,2.344
2114,US-2014-169982,2019-07-23,First Class,Corporate,2.344
2115,US-2014-169983,2019-07-24,First Class,Corporate,2.344
2116,US-2014-169984,2019-07-25,First Class,Corporate,2.344
2117,US-2014-169985,2019-07-26,First Class,Corporate,2.344
2118,US-2014-169986,2019-07-27,First Class,Corporate,2.344
2119,US-2014-169987,2019-07-28,First Class,Corporate,2.344
2120,US-2014-169988,2019-07-29,First Class,Corporate,2.344
2121,US-2014-169989,2019-07-30,First Class,Corporate,2.344
2122,US-2014-169990,2019-07-31,First Class,Corporate,2.344
2123,US-2014-169991,2019-08-01,First Class,Corporate,2.344
2124,US-2014-169992,2019-08-02,First Class,Corporate,2.344
2125,US-2014-169993,2019-08-03,First Class,Corporate,2.344
2126,US-2014-169994,2019-08-04,First Class,Corporate,2.344
2127,US-2014-169995,2019-08-05,First Class,Corporate,2.344
2128,US-2014-169996,2019-08-06,First Class,Corporate,2.344
2129,US-2014-169997,2019-08-07,First Class,Corporate,2.344
2130,US-2014-169998,2019-08-08,First Class,Corporate,2.344
2131,US-2014-169999,2019-08-09,First Class,Corporate,2.344
2132,US-2014-170000,2019-08-10,First Class,Corporate,2.344
2133,US-2014-170001,2019-08-11,First Class,Corporate,2.344
2134,US-2014-170002,2019-08-12,First Class,Corporate,2.344
2135,US-2014-170003,2019-08-13,First Class,Corporate,2.344
2136,US-2014-170004,2019-08-14,First Class,Corporate,2.344
2137,US-2014-170005,2019-08-15,First Class,Corporate,2.344
2138,US-2014-170006,2019-08-16,First Class,Corporate,2.344
2139,US-2014-170007,2019-08-17,First Class,Corporate,2.344
2140,US-2014-170008,2019-08-18,First Class,Corporate,2.344
2141,US-2014-170009,2019-08-19,First Class,Corporate,2.344
2142,US-2014-170010,2019-08-20,First Class,Corporate,2.344
2143,US-2014-170011,2019-08-21,First Class,Corporate,2.344
2144,US-2014-170012,2019-08-22,First Class,Corporate,2.344
2145,US-2014-170013,2019-08-23,First Class,Corporate,2.344
2146,US-2014-170014,2019-08-24,First Class,Corporate,2.344
2147,US-2014-170015,2019-08-25,First Class,Corporate,2.344
2148,US-2014-170016,2019-08-26,First Class,Corporate,2.344
2149,US-2014-170017,2019-08-27,First Class,Corporate,2.344
2150,US-2014-170018,2019-08-28,First Class,Corporate,2.344
2151,US-2014-170019,2019-08-29,First Class,Corporate,2.344
2152,US-2014-170020,2019-08-30,First Class,Corporate,2.344
2153,US-2014-170021,2019-08-31,First Class,Corporate,2.344
2154,US-2014-170022,2019-09-01,First Class,Corporate,2.344
2155,US-2014-170023,2019-09-02,First Class,Corporate,2.344
2156,US-2014-170024,2019-09-03,First Class,Corporate,2.344
2157,US-2014-170025,2019-09-04,First Class,Corporate,2.344
2158,US-2014-170026,2019-09-05,First Class,Corporate,2.344
2159,US-2014-170027,2019-09-06,First Class,Corporate,2.344
2160,US-2014-170028,2019-09-07,First Class,Corporate,2.344
2161,US-2014-170029,2019-09-08,First Class,Corporate,2.344
2162,US-2014-170030,2019-09-09,First Class,Corporate,2.344
2163,US-2014-170031,2019-09-10,First Class,Corporate,2.344
2164,US-2014-170032,2019-09-11,First Class,Corporate,2.344
2165,US-2014-170033,2019-09-12,First Class,Corporate,2.344
2166,US-2014-170034,2019-09-13,First Class,Corporate,2.344
2167,US-2014-170035,2019-09-14,First Class,Corporate,2.344
2168,US-2014-170036,2019-09-15,First Class,Corporate,2.344
2169,US-2014-170037,2019-09-16,First Class,Corporate,2.344
2170,US-2014-170038,2019-09-17,First Class,Corporate,2.344
2171,US-2014-170039,2019-09-18,First Class,Corporate,2.344
2172,US-2014-170040,2019-09-19,First Class,Corporate,2.344
2173,US-2014-170041,2019-09-20,First Class,Corporate,2.344
2174,US-2014-170042,2019-09-21,First Class,Corporate,2.344
2175,US-2014-170043,2019-09-22,First Class,Corporate,2.344
2176,US-2014-170044,2019-09-23,First Class,Corporate,2.344
2177,US-2014-170045,2019-09-24,First Class,Corporate,2.344
2178,US-2014-170046,2019-09-25,First Class,Corporate,2.344
2179,US-2014-170047,2019-09-26,First Class,Corporate,2.344
2180,US-2014-170048,2019-09-27,First Class,Corporate,2.344
2181,US-2014-170049,2019-09-28,First Class,Corporate,2.344
2182,US-2014-170050,2019-09-29,First Class,Corporate,2.344
2183,US-2014-170051,2019-09-30,First Class,Corporate,2.344
2184,US-2014-170052,2019-10-01,First Class,Corporate,2.344
2185,US-2014-170053,2019-10-02,First Class,Corporate,2.344
2186,US-2014-170054,2019-10-03,First Class,Corporate,2.344
2187,US-2014-170055,2019-10-04,First Class,Corporate,2.344
2188,US-2014-170056,2019-10-05,First Class,Corporate,2.344
2189,US-2014-170057,2019-10-06,First Class,Corporate,2.344
2190,US-2014-170058,2019-10-07,First Class,Corporate,2.344
2191,US-2014-170059,2019-10-08,First Class,Corporate,2.344
2192,US-2014-170060,2019-10-09,First Class,Corporate,2.344
2193,US-2014-170061,2019-10-10,First Class,Corporate,2.344
2194,US-2014-170062,2019-10-11,First Class,Corporate,2.344
2195,US-2014-170063,2019-10-12,First Class,Corporate,2.344
2196,US-2014-170064,2019-10-13,First Class,Corporate,2.344
2197,US-2014-170065,2019-10-14,First Class,Corporate,2.344
2198,US-2014-170066,2019-10-15,First Class,Corporate,2.344
2199,US-2014-170067,2019-10-16,First Class,Corporate,2.344
2200,US-2014-170068,2019-10-17,First Class,Corporate,2.344
2201,US-2014-170069,2019-10-18,First Class,Corporate,2.344
2202,US-2014-170070,2019-10-19,First Class,Corporate,2.344
2203,US-2014-170071,2019-10-20,First Class,Corporate,2.344
2204,US-2014-170072,2019-10-21,First Class,Corporate,2.344
2205,US-2014-170073,2019-10-22,First Class,Corporate,2.344
2206,US-2014-170074,2019-10-23,First Class,Corporate,2.344
2207,US-2014-170075,2019-10-24,First Class,Corporate,2.344
2208,US-2014-170076,2019-10-25,First Class,Corporate,2.344
2209,US-2014-170077,2019-10-26,First Class,Corporate,2.344
2210,US-2014-170078,2019-10-27,First Class,Corporate,2.344
2211,US-2014-170079,2019-10-28,First Class,Corporate,2.344
2212,US-2014-170080,2019-10-29,First Class,Corporate,2.344
2213,US-2014-170081,2019-10-30,First Class,Corporate,2.344
2214,US-2014-170082,2019-10-31,First Class,Corporate,2.344
2215,US-2014-170083,2019-11-01,First Class,Corporate,2.344
2216,US-2014-170084,2019-11-02,First Class,Corporate,2.344
2217,US-2014-170085,2019-11-03,First Class,Corporate,2.344
2218,US-2014-170086,2019-11-04,First Class,Corporate,2.344
2219,US-2014-170087,2019-11-05,First Class,Corporate,2.344
2220,US-2014-170088,2019-11-06,First Class,Corporate,2.344
2221,US-2014-170089,2019-11-07,First Class,Corporate,2.344
2222,US-2014-170090,2019-11-08,First Class,Corporate,2.344
2223,US-2014-170091,2019-11-09,First Class,Corporate,2.344
2224,US-2014-170092,2019-11-10,First Class,Corporate,2.344
2225,US-2014-170093,2019-11-11,First Class,Corporate,2.344
2226,US-2014-170094,2019-11-12,First Class,Corporate,2.344
2227,US-2014-170095,2019-11-13,First Class,Corporate,2.344
2228,US-2014-170096,2019-11-14,First Class,Corporate,2.344
2229,US-2014-170097,2019-11-15,First Class,Corporate,2.344
2230,US-2014-170098,2019-11-16,First Class,Corporate,2.344
2231,US-2014-170099,2019-11-17,First Class,Corporate,2.344
2232,US-2014-170100,2019-11-18,First Class,Corporate,2.344
2233,US-2014-170101,2019-11-19,First Class,Corporate,2.344
2234,US-2014-170102,2019-11-20,First Class,Corporate,2.344
2235,US-2014-170103,2019-11-21,First Class,Corporate,2.344
2236,US-2014-170104,2019-11-22,First Class,Corporate,2.344
2237,US-2014-170105,2019-11-23,First Class,Corporate,2.344
2238,US-2014-170106,2019-11-24,First Class,Corporate,2.344
2239,US-2014-170107,2019-11-25,First Class,Corporate,2.344
2240,US-2014-170108,2019-11-26,First Class,Corporate,2.344
2241,US-2014-170109,2019-11-27,First Class,Corporate,2.344
2242,US-2014-170110,2019-11-28,First Class,Corporate,2.344
2243,US-2014-170111,2019-11-29,First Class,Corporate,2.344
2244,US-2014-170112,2019-11-30,First Class,Corporate,2.344
2245,US-2014-170113,2019-12-01,First Class,Corporate,2.344
2246,US-2014-170114,2019-12-02,First Class,Corporate,2.344
2247,US-2014-170115,2019-12-03,First Class,Corporate,2.344
2248,US-2014-170116,2019-12-04,First Class,Corporate,2.344
2249,US-2014-170117,2019-12-05,First Class,Corporate,2.344
2250,US-2014-170118,2019-12-06,First Class,Corporate,2.344
2251,US-2014-170119,2019-12-07,First Class,Corporate,2.344
2252,US-2014-170120,2019-12-08,First Class,Corporate,2.344
2253,US-2014-170121,2019-12-09,First Class,Corporate,2.344
2254,US-2014-170122,2019-12-10,First Class,Corporate,2.344
2255,US-2014-170123,2019-12-11,First Class,Corporate,2.344
2256,US-2014-170124,2019-12-12,First Class,Corporate,2.344
2257,US-2014-170125,2019-12-13,First Class,Corporate,2.344
2258,US-2014-170126,2019-12-14,First Class,Corporate,2.344
2259,US-2014-170127,2019-12-15,First Class,Corporate,2.344
2260,US-2014-170128,2019-12-16,First Class,Corporate,2.344
2261,US-2014-170129,2019-12-17,First Class,Corporate,2.344
2262,US-2014-170130,2019-12-18,First Class,Corporate,2.344
2263,US-2014-170131,2019-12-19,First Class,Corporate,2.344
2264,US-2014-170132,2019-12-20,First Class,Corporate,2.344
2265,US-2014-170133,2019-12-21,First Class,Corporate,2.344
2266,US-2014-170134,2019-12-22,First Class,Corporate,2.344
2267,US-2014-170135,2019-12-23,First Class,Corporate,2.344
2268,US-2014-170136,2019-12-24,First Class,Corporate,2.344
2269,US-2014-170137,2019-12-25,First Class,Corporate,2.344
2270,US-2014-170138,2019-12-26,First Class,Corporate,2.344
2271,US-2014-170139,2019-12-27,First Class,Corporate,2.344
2272,US-2014-170140,2019-12-28,First Class,Corporate,2.344
2273,US-2014-170141,2019-12-29,First Class,Corporate,2.344
2274,US-2014-170142,2019-12-30,First Class,Corporate,2.344
2275,US-2014-170143,2019-12-31,First Class,Corporate,2.344
2276,US-2014-170144,2020-01-01,First Class,Corporate,2.344
2277,US-2014-170145,2020-01-02,First Class,Corporate,2.344
2278,US-2014-170146,2020-01-03,First Class,Corporate,2.344
2279,US-2014-170147,2020-01-04,First Class,Corporate,2.344
2280,US-2014-170148,2020-01-05,First Class,Corporate,2.344
2281,US-2014-170149,2020-01-06,First Class,Corporate,2.344
2282,US-2014-170150,2020-01-07,First Class,Corporate,2.344
2283,US-2014-170151,2020-01-08,First Class,Corporate,2.344
2284,US-2014-170152,2020-01-09,First Class,Corporate,2.344
2285,US-2014-170153,2020-01-10,First Class,Corporate,2.344
2286,US-2014-170154,2020-01-11,First Class,Corporate,2.344
2287,US-2014-170155,2020-01-12,First Class,Corporate,2.344
2288,US-2014-170156,2020-01-13,First Class,Corporate,2.344
2289,US-2014-170157,2020-01-14,First Class,Corporate,2.344
2290,US-2014-170158,2020-01-15,First Class,Corporate,2.344
2291,US-2014-170159,2020-01-16,First Class,Corporate,2.344
2292,US-2014-170160,2020-01-17,First Class,Corporate,2.344
2293,US-2014-170161,2020-01-18,First Class,Corporate,2.344
2294,US-2014-170162,2020-01-19,First Class,Corporate,2.344
2295,US-2014-170163,2020-01-20,First Class,Corporate,2.344
2296,US-2014-170164,2020-01-21,First Class,Corporate,2.344
2297,US-2014-170165,2020-01-22,First Class,Corporate,2.344
2298,US-2014-170166,2020-01-23,First Class,Corporate,2.344
2299,US-2014-170167,2020-01-24,First Class,Corporate,2.344
2300,US-2014-170168,2020-01-25,First Class,Corporate,2.344
2301,US-2014-170169,2020-01-26,First Class,Corporate,2.344
2302,US-2014-170170,2020-01-27,First Class,Corporate,2.344
2303,US-2014-170171,2020-01-28,First Class,Corporate,2.344
2304,US-2014-170172,2020-01-29,First Class,Corporate,2.344
2305,US-2014-170173,2020-01-30,First Class,Corporate,2.344
2306,US-2014-170174,2020-01-31,First Class,Corporate,2.344
2307,US-2014-170175,2020-02-01,First Class,Corporate,2.344
2308,US-2014-170176,2020-02-02,First Class,Corporate,2.344
2309,US-2014-170177,2020-02-03,First Class,Corporate,2.344
2310,US-2014-170178,2020-02-04,First Class,Corporate,2.344
2311,US-2014-170179,2020-02-05,First Class,Corporate,2.344
2312,US-2014-170180,2020-02-06,First Class,Corporate,2.344
2313,US-2014-170181,2020-02-07,First Class,Corporate,2.344
2314,US-2014-170182,2020-02-08,First Class,Corporate,2.344
2315,US-2014-170183,2020-02-09,First Class,Corporate,2.344
2316,US-2014-170184,2020-02-10,First Class,Corporate,2.344
2317,US-2014-170185,2020-02-11,First Class,Corporate,2.344
2318,US-2014-170186,2020-02-12,First Class,Corporate,2.344
2319,US-2014-170187,2020-02-13,First Class,Corporate,2.344
2320,US-2014-170188,2020-02-14,First Class,Corporate,2.344
2321,US-2014-170189,2020-02-15,First Class,Corporate,2.344
2322,US-2014-170190,2020-02-16,First Class,Corporate,2.344
2323,US-2014-170191,2020-02-17,First Class,Corporate,2.344
2324,US-2014-170192,2020-02-18,First Class,Corporate,2.344
2325,US-2014-170193,2020-02-19,First Class,Corporate,2.344
2326,US-2014-170194,2020-02-20,First Class,Corporate,2.344
2327,US-2014-170195,2020-02-21,First Class,Corporate,2.344
2328,US-2014-170196,2020-02-22,First Class,Corporate,2.344
2329,US-2014-170197,2020-02-23,First Class,Corporate,2.344
2330,US-2014-170198,2020-02-24,First Class,Corporate,2.344
2331,US-2014-170199,2020-02-25,First Class,Corporate,2.344
2332,US-2014-170200,2020-02-26,First Class,Corporate,2.344
2333,US-2014-170201,2020-02-27,First Class,Corporate,2.344
2334,US-2014-170202,2020-02-28,First Class,Corporate,2.344
2335,US-2014-170203,2020-02-29,First Class,Corporate,2.344
2336,US-2014-170204,2020-03-01,First Class,Corporate,2.344
2337,US-2014-170205,2020-03-02,First Class,Corporate,2.344
2338,US-2014-170206,2020-03-03,First Class,Corporate,2.344
2339,US-2014-170207,2020-03-04,First Class,Corporate,2.344
2340,US-2014-170208,2020-03-05,First Class,Corporate,2.344
2341,US-2014-170209,2020-03-06,First Class,Corporate,2.344
2342,US-2014-170210,2020-03-07,First Class,Corporate,2.344
2343,US-2014-170211,2020-03-08,First Class,Corporate,2.344
2344,US-2014-170212,2020-03-09,First Class,Corporate,2.344
2345,US-2014-170213,2020-03-10,First Class,Corporate,2.344
2346,US-2014-170214,2020-03-11,First Class,Corporate,2.344
2347,US-2014-170215,2020-03-12,First Class,Corporate,2.344
2348,US-2014-170216,2020-03-13,First Class,Corporate,2.344
2349,US-2014-170217,2020-03-14,First Class,Corporate,2.344
2350,US-2014-170218,2020-03-15,First Class,Corporate,2.344
2351,US-2014-170219,2020-03-16,First Class,Corporate,2.344
2352,US-2014-170220,2020-03-17,First Class,Corporate,2.344
2353,US-2014-170221,2020-03-18,First Class,Corporate,2.344
2354,US-2014-170222,2020-03-19,First Class,Corporate,2.344
2355,US-2014-170223,2020-03-20,First Class,Corporate,2.344
2356,US-2014-170224,2020-03-21,First Class,Corporate,2.344
2357,US-2014-170225,2020-03-22,First Class,Corporate,2.344
2358,US-2014-170226,2020-03-23,First Class,Corporate,2.344
2359,US-2014-170227,2020-03-24,First Class,Corporate,2.344
2360,US-2014-170228,2020-03-25,First Class,Corporate,2.344
2361,US-2014-170229,2020-03-26,First Class,Corporate,2.344
2362,US-2014-170230,2020-03-27,First Class,Corporate,2.344
2363,US-2014-170231,2020-03-28,First Class,Corporate,2.344
2364,US-2014-170232,2020-03-29,First Class,Corporate,2.344
2365,US-2014-170233,2020-03-30,First Class,Corporate,2.344
2366,US-2014-170234,2020-03-31,First Class,Corporate,2.344
2367,US-2014-170235,2020-04-01,First Class,Corporate,2.344
2368,US-2014-170236,2020-04-02,First Class,Corporate,2.344
2369,US-2014-170237,2020-04-03,First Class,Corporate,2.344
2370,US-2014-170238,2020-04-04,First Class,Corporate,2.344
2371,US-2014-170239,2020-04-05,First Class,Corporate,2.344
2372,US-2014-170240,2020-04-06,First Class,Corporate,2.344
2373,US-2014-170241,2020-04-07,First Class,Corporate,2.344
2374,US-2014-170242,2020-04-08,First Class,Corporate,2.344
2375,US-2014-170243,2020-04-09,First Class,Corporate,2.344
2376,US-2014-170244,2020-04-10,First Class,Corporate,2.344
2377,US-2014-170245,2020-04-11,First Class,Corporate,2.344
2378,US-2014-170246,2020-04-12,First Class,Corporate,2.344
2379,US-2014-170247,2020-04-13,First Class,Corporate,2.344
2380,US-2014-170248,2020-04-14,First Class,Corporate,2.344
2381,US-2014-170249,2020-04-15,First Class,Corporate,2.344
2382,US-2014-170250,2020-04-16,First Class,Corporate,2.344
2383,US-2014-170251,2020-04-17,First Class,Corporate,2.344
2384,US-2014-170252,2020-04-18,First Class,Corporate,2.344
2385,US-2014-170253,2020-04-19,First Class,Corporate,2.344
2386,US-2014-170254,2020-04-20,First Class,Corporate,2.344
2387,US-2014-170255,2020-04-21,First Class,Corporate,2.344
2388,US-2014-170256,2020-04-22,First Class,Corporate,2.344
2389,US-2014-170257,2020-04-23,First Class,Corporate,2.344
2390,US-2014-170258,2020-04-24,First Class,Corporate,2.344
2391,US-2014-170259,2020-04-25,First Class,Corporate,2.344
2392,US-2014-170260,2020-04-26,First Class,Corporate,2.344
2393,US-2014-170261,2020-04-27,First Class,Corporate,2.344
2394,US-2014-170262,2020-04-28,First Class,Corporate,2.344
2395,US-2014-170263,2020-04-29,First Class,Corporate,2.344
2396,US-2014-170264,2020-04-30,First Class,Corporate,2.344
2397,US-2014-170265,2020-05-01,First Class,Corporate,2.344
2398,US-2014-170266,2020-05-02,First Class,Corporate,2.344
2399,US-2014-170267,2020-05-03,First Class,Corporate,2.344
2400,US-2014-170268,2020-05-04,First Class,Corporate,2.344
2401,US-2014-170269,2020-05-05,First Class,Corporate,2.344
2402,US-2014-170270,2020-05-06,First Class,Corporate,2.344
2403,US-2014-170271,2020-05-07,First Class,Corporate,2.344
2404,US-2014-170272,2020-05-08,First Class,Corporate,2.344
2405,US-2014-170273,2020-05-09,First Class,Corporate,2.344
2406,US-2014-170274,2020-05-10,First Class,Corporate,2.344
2407,US-2014-170275,2020-05-11,First Class,Corporate,2.344
2408,US-2014-170276,2020-05-12,First Class,Corporate,2.344
2409,US-2014-170277,2020-05-13,First Class,Corporate,2.344
2410,US-2014-170278,2020-05-14,First Class,Corporate,2.344
2411,US-2014-170279,2020-05-15,First Class,Corporate,2.344
2412,US-2014-170280,2020-05-16,First Class,Corporate,2.344
2413,US-2014-170281,2020-05-17,First Class,Corporate,2.344
