standing_id,season_id,league_id,position,team_id,played_games,won,draw,lost,points,goals_for,goals_against,goal_difference,form
93,5,5,13,576,34,10,9,15,39,38,50,-12,'L']
94,5,5,14,543,34,9,6,19,33,30,55,-25,['L'
94,5,5,14,543,34,9,6,19,33,30,55,-25,'D'
94,5,5,14,543,34,9,6,19,33,30,55,-25,'D'
94,5,5,14,543,34,9,6,19,33,30,55,-25,'L'
94,5,5,14,543,34,9,6,19,33,30,55,-25,'L']
95,5,5,15,533,34,7,11,16,32,34,45,-11,['L'
95,5,5,15,533,34,7,11,16,32,34,45,-11,'D'
95,5,5,15,533,34,7,11,16,32,34,45,-11,'W'
95,5,5,15,533,34,7,11,16,32,34,45,-11,'L'
95,5,5,15,533,34,7,11,16,32,34,45,-11,'L']
96,5,5,16,545,34,8,5,21,29,35,58,-23,['W'
96,5,5,16,545,34,8,5,21,29,35,58,-23,'L'
96,5,5,16,545,34,8,5,21,29,35,58,-23,'L'
96,5,5,16,545,34,8,5,21,29,35,58,-23,'L'
96,5,5,16,545,34,8,5,21,29,35,58,-23,'L']
97,5,5,17,525,34,7,8,19,29,43,66,-23,['L'
97,5,5,17,525,34,7,8,19,29,43,66,-23,'L'
97,5,5,17,525,34,7,8,19,29,43,66,-23,'L'
97,5,5,17,525,34,7,8,19,29,43,66,-23,'L'
97,5,5,17,525,34,7,8,19,29,43,66,-23,'W']
98,5,5,18,541,34,5,10,19,25,26,60,-34,['L'
98,5,5,18,541,34,5,10,19,25,26,60,-34,'W'
98,5,5,18,541,34,5,10,19,25,26,60,-34,'L'
98,5,5,18,541,34,5,10,19,25,26,60,-34,'L'
98,5,5,18,541,34,5,10,19,25,26,60,-34,'L']
