Order ID,Segment>>,Ship Mode>>,Value
CA-2012-153535,Consumer Total,Standard Class,169.544
CA-2012-153626,Consumer Total,Standard Class,5.16
CA-2012-153752,Consumer Total,Standard Class,173.94
CA-2012-155068,Consumer Total,Standard Class,78.456
CA-2012-155600,Consumer Total,Standard Class,1635.018
CA-2012-155635,Consumer Total,Standard Class,48.81
CA-2012-156328,Consumer Total,Standard Class,177.48
CA-2012-158148,Consumer Total,Standard Class,36.27
CA-2012-158421,Consumer Total,Standard Class,3631.96
CA-2012-162537,Consumer Total,Standard Class,104.51
CA-2012-162761,Consumer Total,Standard Class,50.462
CA-2012-163965,Consumer Total,Standard Class,377.902
CA-2012-165414,Consumer Total,Standard Class,47.976
CA-2012-165624,Consumer Total,Standard Class,1142.43
CA-2012-167696,Consumer Total,Standard Class,31.12
CA-2012-168459,Consumer Total,Standard Class,58.05
CA-2012-169733,Consumer Total,Standard Class,9.952
CA-2012-169740,Consumer Total,Standard Class,29.99
CA-2013-101378,Consumer Total,Standard Class,29.0
CA-2013-101469,Consumer Total,Standard Class,7.7
CA-2013-101525,Consumer Total,Standard Class,140.52
CA-2013-102092,Consumer Total,Standard Class,1056.86
CA-2013-102162,Consumer Total,Standard Class,1611.01
CA-2013-102498,Consumer Total,Standard Class,73.2
CA-2013-104157,Consumer Total,Standard Class,2503.47
CA-2013-104276,Consumer Total,Standard Class,447.783
CA-2013-105256,Consumer Total,Standard Class,1363.96
CA-2013-106894,Consumer Total,Standard Class,107.83
CA-2013-106950,Consumer Total,Standard Class,1854.241
CA-2013-108105,Consumer Total,Standard Class,323.88
CA-2013-108567,Consumer Total,Standard Class,2.694
CA-2013-108616,Consumer Total,Standard Class,298.83
CA-2013-109722,Consumer Total,Standard Class,1284.8
CA-2013-110492,Consumer Total,Standard Class,1366.04
CA-2013-111409,Consumer Total,Standard Class,3.0
CA-2013-111605,Consumer Total,Standard Class,2.61
CA-2013-112102,Consumer Total,Standard Class,448.81
CA-2013-113292,Consumer Total,Standard Class,871.8
CA-2013-113733,Consumer Total,Standard Class,334.256
CA-2013-113747,Consumer Total,Standard Class,185.88
CA-2013-116232,Consumer Total,Standard Class,24.066
CA-2013-116918,Consumer Total,Standard Class,36.364
CA-2013-117604,Consumer Total,Standard Class,239.5
CA-2013-118514,Consumer Total,Standard Class,866.4
CA-2013-118626,Consumer Total,Standard Class,705.544
CA-2013-119515,Consumer Total,Standard Class,15.552
CA-2013-119823,Consumer Total,Standard Class,75.88
CA-2013-120873,Consumer Total,Standard Class,290.98
CA-2013-121958,Consumer Total,Standard Class,52.136
CA-2013-123176,Consumer Total,Standard Class,31.83
CA-2013-124772,Consumer Total,Standard Class,191.82
CA-2013-125843,Consumer Total,Standard Class,125.92
CA-2013-127698,Consumer Total,Standard Class,863.928
CA-2013-130442,Consumer Total,Standard Class,34.944
CA-2013-131065,Consumer Total,Standard Class,513.52
CA-2013-131205,Consumer Total,Standard Class,291.74
CA-2013-132549,Consumer Total,Standard Class,73.36
CA-2013-133123,Consumer Total,Standard Class,99.156
CA-2013-133368,Consumer Total,Standard Class,405.344
CA-2013-133872,Consumer Total,Standard Class,58.4
CA-2013-134208,Consumer Total,Standard Class,396.0
CA-2013-135636,Consumer Total,Standard Class,387.72
CA-2013-136231,Consumer Total,Standard Class,228.586
CA-2013-136483,Consumer Total,Standard Class,4.704
CA-2013-137043,Consumer Total,Standard Class,859.14
CA-2013-137736,Consumer Total,Standard Class,41.86
CA-2013-139381,Consumer Total,Standard Class,233.48
CA-2013-140543,Consumer Total,Standard Class,191.88
CA-2013-140641,Consumer Total,Standard Class,38.19
CA-2013-141180,Consumer Total,Standard Class,7.764
CA-2013-142370,Consumer Total,Standard Class,254.99
CA-2013-142895,Consumer Total,Standard Class,370.184
CA-2013-143308,Consumer Total,Standard Class,10.74
CA-2013-144344,Consumer Total,Standard Class,314.393
CA-2013-145247,Consumer Total,Standard Class,79.14
CA-2013-145499,Consumer Total,Standard Class,3.282
CA-2013-145905,Consumer Total,Standard Class,1264.14
CA-2013-146143,Consumer Total,Standard Class,133.38
CA-2013-146150,Consumer Total,Standard Class,264.18
CA-2013-147368,Consumer Total,Standard Class,695.7
CA-2013-148684,Consumer Total,Standard Class,870.04
CA-2013-149783,Consumer Total,Standard Class,131.104
CA-2013-149979,Consumer Total,Standard Class,487.22
CA-2013-150000,Consumer Total,Standard Class,17.92
CA-2013-152156,Consumer Total,Standard Class,993.9
CA-2013-152163,Consumer Total,Standard Class,85.5
CA-2013-152471,Consumer Total,Standard Class,839.944
CA-2013-154060,Consumer Total,Standard Class,187.056
CA-2013-154690,Consumer Total,Standard Class,225.296
CA-2013-155138,Consumer Total,Standard Class,99.872
CA-2013-155670,Consumer Total,Standard Class,21.504
CA-2013-156503,Consumer Total,Standard Class,305.248
CA-2013-156573,Consumer Total,Standard Class,60.485
CA-2013-157245,Consumer Total,Standard Class,641.96
CA-2013-157280,Consumer Total,Standard Class,1120.73
CA-2013-157364,Consumer Total,Standard Class,18.48
CA-2013-157588,Consumer Total,Standard Class,88.15
CA-2013-158841,Consumer Total,Standard Class,8805.04
CA-2013-159653,Consumer Total,Standard Class,14.73
CA-2013-159765,Consumer Total,Standard Class,27.86
CA-2013-159989,Consumer Total,Standard Class,40.68
CA-2013-160234,Consumer Total,Standard Class,135.95
CA-2013-160486,Consumer Total,Standard Class,72.224
CA-2013-162355,Consumer Total,Standard Class,1302.83
CA-2013-163174,Consumer Total,Standard Class,186.54
CA-2013-163776,Consumer Total,Standard Class,1110.5
CA-2013-164574,Consumer Total,Standard Class,732.156
CA-2013-164735,Consumer Total,Standard Class,81.2
CA-2013-164784,Consumer Total,Standard Class,377.346
CA-2013-166282,Consumer Total,Standard Class,158.256
CA-2013-166485,Consumer Total,Standard Class,16.496
CA-2013-168536,Consumer Total,Standard Class,66.3
CA-2013-168753,Consumer Total,Standard Class,1002.7
CA-2013-168893,Consumer Total,Standard Class,903.77
CA-2013-169103,Consumer Total,Standard Class,1466.32
CA-2013-169334,Consumer Total,Standard Class,111.672
CA-2014-100426,Consumer Total,Standard Class,12.48
CA-2014-100622,Consumer Total,Standard Class,1030.742
CA-2014-100902,Consumer Total,Standard Class,699.4
CA-2014-101042,Consumer Total,Standard Class,843.84
CA-2014-101210,Consumer Total,Standard Class,13.152
CA-2014-101273,Consumer Total,Standard Class,14.336
CA-2014-101483,Consumer Total,Standard Class,61.216
CA-2014-102204,Consumer Total,Standard Class,3740.51
CA-2014-102309,Consumer Total,Standard Class,212.91
CA-2014-102610,Consumer Total,Standard Class,248.396
CA-2014-102736,Consumer Total,Standard Class,177.08
CA-2014-103065,Consumer Total,Standard Class,59.824
CA-2014-103212,Consumer Total,Standard Class,1541.51
CA-2014-103499,Consumer Total,Standard Class,209.568
CA-2014-104731,Consumer Total,Standard Class,951.98
CA-2014-105620,Consumer Total,Standard Class,141.0
CA-2014-106537,Consumer Total,Standard Class,20.736
CA-2014-107209,Consumer Total,Standard Class,194.848
CA-2014-107461,Consumer Total,Standard Class,23.88
CA-2014-108035,Consumer Total,Standard Class,491.888
CA-2014-108112,Consumer Total,Standard Class,559.2
CA-2014-108287,Consumer Total,Standard Class,12.672
CA-2014-109183,Consumer Total,Standard Class,649.0
CA-2014-109589,Consumer Total,Standard Class,71.0
CA-2014-110198,Consumer Total,Standard Class,318.96
CA-2014-110926,Consumer Total,Standard Class,25.06
CA-2014-112774,Consumer Total,Standard Class,34.504
CA-2014-113705,Consumer Total,Standard Class,874.8
CA-2014-114412,Consumer Total,Standard Class,15.552
CA-2014-114636,Consumer Total,Standard Class,192.16
CA-2014-115448,Consumer Total,Standard Class,88.92
CA-2014-116855,Consumer Total,Standard Class,504.9
CA-2014-116939,Consumer Total,Standard Class,177.55
CA-2014-117079,Consumer Total,Standard Class,863.88
CA-2014-117198,Consumer Total,Standard Class,659.9
CA-2014-118402,Consumer Total,Standard Class,243.92
CA-2014-119004,Consumer Total,Standard Class,105.408
CA-2014-119305,Consumer Total,Standard Class,173.8
CA-2014-119669,Consumer Total,Standard Class,5.67
CA-2014-120894,Consumer Total,Standard Class,28.08
CA-2014-121314,Consumer Total,Standard Class,251.64
CA-2014-121804,Consumer Total,Standard Class,72.8
CA-2014-121818,Consumer Total,Standard Class,52.696
CA-2014-122056,Consumer Total,Standard Class,181.86
CA-2014-122154,Consumer Total,Standard Class,284.19
CA-2014-122987,Consumer Total,Standard Class,80.564
CA-2014-122994,Consumer Total,Standard Class,359.97
CA-2014-123239,Consumer Total,Standard Class,91.032
CA-2014-123351,Consumer Total,Standard Class,80.48
CA-2014-124296,Consumer Total,Standard Class,712.85
CA-2014-124765,Consumer Total,Standard Class,723.92
CA-2014-125472,Consumer Total,Standard Class,253.86
CA-2014-126354,Consumer Total,Standard Class,119.178
CA-2014-126774,Consumer Total,Standard Class,4.89
CA-2014-126914,Consumer Total,Standard Class,776.08
CA-2014-127306,Consumer Total,Standard Class,175.086
CA-2014-127726,Consumer Total,Standard Class,209.88
CA-2014-128363,Consumer Total,Standard Class,2382.926
CA-2014-128629,Consumer Total,Standard Class,18.84
CA-2014-128699,Consumer Total,Standard Class,47.992
CA-2014-128755,Consumer Total,Standard Class,629.86
CA-2014-129021,Consumer Total,Standard Class,4590.344
CA-2014-129462,Consumer Total,Standard Class,740.59
CA-2014-130309,Consumer Total,Standard Class,544.38
CA-2014-130834,Consumer Total,Standard Class,16.272
CA-2014-130904,Consumer Total,Standard Class,22.744
CA-2014-132185,Consumer Total,Standard Class,52.344
CA-2014-133235,Consumer Total,Standard Class,271.96
CA-2014-133501,Consumer Total,Standard Class,5.184
CA-2014-133641,Consumer Total,Standard Class,48.69
CA-2014-133928,Consumer Total,Standard Class,4.572
CA-2014-135587,Consumer Total,Standard Class,372.64
CA-2014-137631,Consumer Total,Standard Class,751.984
CA-2014-138779,Consumer Total,Standard Class,29.664
CA-2014-138975,Consumer Total,Standard Class,2361.52
CA-2014-139353,Consumer Total,Standard Class,273.088
CA-2014-139493,Consumer Total,Standard Class,15.92
CA-2014-139948,Consumer Total,Standard Class,7.904
CA-2014-140088,Consumer Total,Standard Class,301.96
CA-2014-140627,Consumer Total,Standard Class,303.32
CA-2014-140872,Consumer Total,Standard Class,1111.698
CA-2014-142090,Consumer Total,Standard Class,2165.658
CA-2014-143756,Consumer Total,Standard Class,701.96
CA-2014-143861,Consumer Total,Standard Class,17.088
CA-2014-144365,Consumer Total,Standard Class,11.68
CA-2014-144498,Consumer Total,Standard Class,817.829
CA-2014-144694,Consumer Total,Standard Class,253.824
CA-2014-145275,Consumer Total,Standard Class,14.94
CA-2014-145310,Consumer Total,Standard Class,7.824
CA-2014-145737,Consumer Total,Standard Class,163.96
CA-2014-146136,Consumer Total,Standard Class,24.448
CA-2014-146192,Consumer Total,Standard Class,675.06
CA-2014-146458,Consumer Total,Standard Class,22.96
CA-2014-146983,Consumer Total,Standard Class,1577.94
CA-2014-147228,Consumer Total,Standard Class,458.984
CA-2014-148999,Consumer Total,Standard Class,419.136
CA-2014-149853,Consumer Total,Standard Class,33.472
CA-2014-150910,Consumer Total,Standard Class,1090.348
CA-2014-151218,Consumer Total,Standard Class,4.464
CA-2014-152786,Consumer Total,Standard Class,40.41
CA-2014-152968,Consumer Total,Standard Class,23.08
CA-2014-154088,Consumer Total,Standard Class,26.72
CA-2014-155159,Consumer Total,Standard Class,48.87
CA-2014-155705,Consumer Total,Standard Class,866.4
CA-2014-156769,Consumer Total,Standard Class,54.66
CA-2014-158386,Consumer Total,Standard Class,124.75
CA-2014-158729,Consumer Total,Standard Class,1665.62
CA-2014-158743,Consumer Total,Standard Class,199.17
CA-2014-158883,Consumer Total,Standard Class,25.344
CA-2014-158967,Consumer Total,Standard Class,19.104
CA-2014-159954,Consumer Total,Standard Class,2.78
CA-2014-160458,Consumer Total,Standard Class,25.92
CA-2014-161053,Consumer Total,Standard Class,726.91
CA-2014-161200,Consumer Total,Standard Class,161.14
CA-2014-161970,Consumer Total,Standard Class,30.9
CA-2014-162173,Consumer Total,Standard Class,608.43
CA-2014-162635,Consumer Total,Standard Class,10.816
CA-2014-163321,Consumer Total,Standard Class,79.992
CA-2014-163335,Consumer Total,Standard Class,79.0
CA-2014-163510,Consumer Total,Standard Class,400.39
CA-2014-165204,Consumer Total,Standard Class,728.968
CA-2014-165687,Consumer Total,Standard Class,35.04
CA-2014-165715,Consumer Total,Standard Class,32.776
CA-2014-167871,Consumer Total,Standard Class,47.328
CA-2014-167941,Consumer Total,Standard Class,831.368
CA-2014-169005,Consumer Total,Standard Class,5.56
US-2011-102715,Consumer Total,Standard Class,737.2
US-2011-114377,Consumer Total,Standard Class,149.9
US-2011-115196,Consumer Total,Standard Class,1299.99
US-2011-117135,Consumer Total,Standard Class,425.67
US-2011-117170,Consumer Total,Standard Class,52.608
US-2011-130358,Consumer Total,Standard Class,23.12
US-2011-147627,Consumer Total,Standard Class,1859.4
US-2011-150574,Consumer Total,Standard Class,252.612
US-2011-155544,Consumer Total,Standard Class,310.528
US-2011-156559,Consumer Total,Standard Class,638.82
US-2011-158057,Consumer Total,Standard Class,59.109
US-2011-165659,Consumer Total,Standard Class,904.13
US-2011-167633,Consumer Total,Standard Class,15.552
US-2012-106495,Consumer Total,Standard Class,11.672
US-2012-108966,Consumer Total,Standard Class,979.9455
US-2012-120572,Consumer Total,Standard Class,12.828
US-2012-123960,Consumer Total,Standard Class,207.82
US-2012-129553,Consumer Total,Standard Class,29.97
US-2012-134026,Consumer Total,Standard Class,1001.76
US-2012-136749,Consumer Total,Standard Class,433.78
US-2012-145436,Consumer Total,Standard Class,551.264
US-2012-151435,Consumer Total,Standard Class,85.98
US-2012-164357,Consumer Total,Standard Class,13.12
US-2012-168732,Consumer Total,Standard Class,129.64
US-2012-168935,Consumer Total,Standard Class,459.4335
US-2013-106600,Consumer Total,Standard Class,354.9
US-2013-113649,Consumer Total,Standard Class,645.136
US-2013-116400,Consumer Total,Standard Class,39.92
US-2013-119298,Consumer Total,Standard Class,59.98
US-2013-120929,Consumer Total,Standard Class,189.882
US-2013-121013,Consumer Total,Standard Class,1678.0
US-2013-131891,Consumer Total,Standard Class,2.214
US-2013-132857,Consumer Total,Standard Class,6.672
US-2013-134761,Consumer Total,Standard Class,36.192
US-2013-135923,Consumer Total,Standard Class,530.272
US-2013-137295,Consumer Total,Standard Class,187.228
US-2013-142251,Consumer Total,Standard Class,32.064
US-2013-147991,Consumer Total,Standard Class,16.72
US-2013-148803,Consumer Total,Standard Class,85.224
US-2013-156692,Consumer Total,Standard Class,89.32
US-2013-162677,Consumer Total,Standard Class,187.616
US-2013-164588,Consumer Total,Standard Class,12.84
US-2013-167472,Consumer Total,Standard Class,678.87
US-2013-169369,Consumer Total,Standard Class,299.07
US-2014-102904,Consumer Total,Standard Class,239.92
US-2014-105935,Consumer Total,Standard Class,3002.65
US-2014-108063,Consumer Total,Standard Class,34.65
US-2014-117450,Consumer Total,Standard Class,107.552
US-2014-120607,Consumer Total,Standard Class,195.64
US-2014-126179,Consumer Total,Standard Class,311.96
US-2014-133781,Consumer Total,Standard Class,37.608
US-2014-134642,Consumer Total,Standard Class,428.704
US-2014-135062,Consumer Total,Standard Class,229.544
US-2014-135986,Consumer Total,Standard Class,536.36
US-2014-136189,Consumer Total,Standard Class,82.38
US-2014-146822,Consumer Total,Standard Class,49.12
US-2014-146878,Consumer Total,Standard Class,12.294
US-2014-148831,Consumer Total,Standard Class,348.56
US-2014-149510,Consumer Total,Standard Class,98.446
US-2014-152492,Consumer Total,Standard Class,239.24
US-2014-152842,Consumer Total,Standard Class,242.352
US-2014-152898,Consumer Total,Standard Class,67.9
US-2014-153633,Consumer Total,Standard Class,2.064
US-2014-158526,Consumer Total,Standard Class,1814.68
US-2014-163195,Consumer Total,Standard Class,29.16
US-2014-165953,Consumer Total,Standard Class,71.096
US-2014-166233,Consumer Total,Standard Class,24.0
US-2014-167920,Consumer Total,Standard Class,1827.51
US-2014-168690,Consumer Total,Standard Class,2.808
Grand Total,Consumer Total,Standard Class,195580.971
CA-2011-103317,Corporate,First Class,242.546
CA-2011-103989,Corporate,First Class,590.762
CA-2011-106054,Corporate,First Class,12.78
CA-2011-111934,Corporate,First Class,47.32
CA-2011-124688,Corporate,First Class,1812.01
CA-2011-125682,Corporate,First Class,9.96
CA-2011-131905,Corporate,First Class,321.56
CA-2011-163293,Corporate,First Class,116.85
CA-2011-169684,Corporate,First Class,426.942
CA-2012-104038,Corporate,First Class,176.63
CA-2012-121720,Corporate,First Class,3165.744
CA-2012-133396,Corporate,First Class,64.68
CA-2012-140718,Corporate,First Class,246.364
CA-2012-154746,Corporate,First Class,860.07
CA-2012-156734,Corporate,First Class,670.001
CA-2012-158323,Corporate,First Class,17.088
CA-2013-112676,Corporate,First Class,14.352
CA-2013-127208,Corporate,First Class,224.9
CA-2013-133711,Corporate,First Class,3236.41
CA-2013-153318,Corporate,First Class,783.96
CA-2013-160598,Corporate,First Class,31.008
CA-2013-162901,Corporate,First Class,31.4
CA-2014-113481,Corporate,First Class,740.214
CA-2014-115882,Corporate,First Class,1017.136
CA-2014-117695,Corporate,First Class,13.76
CA-2014-122707,Corporate,First Class,503.22
CA-2014-123687,Corporate,First Class,234.2
CA-2014-124828,Corporate,First Class,9.552
CA-2014-129028,Corporate,First Class,127.95
CA-2014-134810,Corporate,First Class,272.232
CA-2014-147760,Corporate,First Class,1883.724
CA-2014-155698,Corporate,First Class,668.54
CA-2014-159464,Corporate,First Class,524.85
CA-2014-161851,Corporate,First Class,15.57
US-2012-131842,Corporate,First Class,97.424
US-2013-101616,Corporate,First Class,87.28
US-2013-140809,Corporate,First Class,56.45
US-2013-153815,Corporate,First Class,368.432
US-2014-128951,Corporate,First Class,1065.84
US-2014-162208,Corporate,First Class,2.896
Grand Total,Corporate,First Class,20792.607
CA-2011-158771,Corporate,Same Day,158.71
CA-2013-130820,Corporate,Same Day,630.024
CA-2014-161046,Corporate,Same Day,839.25
US-2012-130519,Corporate,Same Day,111.904
US-2014-168116,Corporate,Same Day,8167.42
Grand Total,Corporate,Same Day,9907.308
CA-2011-101560,Corporate,Second Class,542.34
CA-2011-102988,Corporate,Second Class,4251.92
CA-2011-110408,Corporate,Second Class,2216.8
CA-2011-114790,Corporate,Second Class,782.63
CA-2011-120432,Corporate,Second Class,25.5
CA-2011-121286,Corporate,Second Class,66.616
CA-2011-129819,Corporate,Second Class,12.39
CA-2011-153913,Corporate,Second Class,1015.816
CA-2011-162775,Corporate,Second Class,1287.26
CA-2011-164910,Corporate,Second Class,7.872
CA-2012-109470,Corporate,Second Class,596.48
CA-2012-109708,Corporate,Second Class,467.04
CA-2012-116750,Corporate,Second Class,12.158
CA-2012-119592,Corporate,Second Class,3.76
CA-2012-142202,Corporate,Second Class,717.12
CA-2012-161445,Corporate,Second Class,140.736
CA-2012-163237,Corporate,Second Class,520.03
CA-2012-166604,Corporate,Second Class,17.94
CA-2012-168004,Corporate,Second Class,392.94
CA-2012-169677,Corporate,Second Class,9.82
CA-2013-109407,Corporate,Second Class,31.36
CA-2013-112697,Corporate,Second Class,1410.066
CA-2013-113236,Corporate,Second Class,232.624
CA-2013-122518,Corporate,Second Class,10.08
CA-2013-134474,Corporate,Second Class,255.904
CA-2013-143805,Corporate,Second Class,2145.25
CA-2013-157161,Corporate,Second Class,199.18
CA-2013-162236,Corporate,Second Class,1106.924
CA-2013-162747,Corporate,Second Class,86.45
CA-2013-163167,Corporate,Second Class,2673.69
CA-2014-103009,Corporate,Second Class,26.4
CA-2014-104864,Corporate,Second Class,552.856
CA-2014-115070,Corporate,Second Class,16.739
CA-2014-116113,Corporate,Second Class,10.16
CA-2014-122693,Corporate,Second Class,1245.86
CA-2014-128300,Corporate,Second Class,406.94
CA-2014-133263,Corporate,Second Class,3098.61
CA-2014-134495,Corporate,Second Class,269.4
CA-2014-134649,Corporate,Second Class,22.63
CA-2014-143567,Corporate,Second Class,3291.07
CA-2014-145702,Corporate,Second Class,342.24
CA-2014-153339,Corporate,Second Class,15.992
CA-2014-153654,Corporate,Second Class,19.008
CA-2014-158561,Corporate,Second Class,1158.12
US-2012-140851,Corporate,Second Class,38.88
US-2012-149629,Corporate,Second Class,231.92
US-2013-138408,Corporate,Second Class,1319.96
US-2013-161844,Corporate,Second Class,82.92
US-2014-109610,Corporate,Second Class,701.96
US-2014-162670,Corporate,Second Class,1152.87
Grand Total,Corporate,Second Class,35243.231
CA-2011-100916,Corporate,Standard Class,788.86
CA-2011-101770,Corporate,Standard Class,1.869
CA-2011-102274,Corporate,Standard Class,865.5
CA-2011-102673,Corporate,Standard Class,1044.44
CA-2011-103807,Corporate,Standard Class,21.19
CA-2011-106810,Corporate,Standard Class,310.88
CA-2011-107811,Corporate,Standard Class,661.504
CA-2011-111500,Corporate,Standard Class,484.79
CA-2011-112718,Corporate,Standard Class,1.167
CA-2011-114314,Corporate,Standard Class,16.23
CA-2011-114321,Corporate,Standard Class,1417.35
CA-2011-115084,Corporate,Standard Class,605.34
CA-2011-117345,Corporate,Standard Class,202.896
CA-2011-117639,Corporate,Standard Class,3333.9
CA-2011-125136,Corporate,Standard Class,106.944
CA-2011-128846,Corporate,Standard Class,752.92
CA-2011-129091,Corporate,Standard Class,1022.61
CA-2011-136336,Corporate,Standard Class,828.84
CA-2011-137911,Corporate,Standard Class,88.768
CA-2011-138527,Corporate,Standard Class,192.424
CA-2011-146885,Corporate,Standard Class,13.62
CA-2011-148425,Corporate,Standard Class,6.642
CA-2011-149020,Corporate,Standard Class,54.83
CA-2011-149538,Corporate,Standard Class,364.93
CA-2011-151953,Corporate,Standard Class,2.816
CA-2011-151967,Corporate,Standard Class,129.92
CA-2011-152562,Corporate,Standard Class,75.16
CA-2011-152849,Corporate,Standard Class,4.368
CA-2011-153087,Corporate,Standard Class,521.92
CA-2011-155208,Corporate,Standard Class,39.072
CA-2011-160276,Corporate,Standard Class,177.68
CA-2011-160773,Corporate,Standard Class,581.104
CA-2011-163223,Corporate,Standard Class,3769.56
CA-2011-167850,Corporate,Standard Class,193.936
CA-2012-103793,Corporate,Standard Class,74.352
CA-2012-103870,Corporate,Standard Class,284.44
CA-2012-104241,Corporate,Standard Class,192.22
CA-2012-104941,Corporate,Standard Class,976.29
CA-2012-105571,Corporate,Standard Class,1361.631
CA-2012-106187,Corporate,Standard Class,268.4
CA-2012-108259,Corporate,Standard Class,81.135
CA-2012-113628,Corporate,Standard Class,792.508
CA-2012-120845,Corporate,Standard Class,22.549
CA-2012-121552,Corporate,Standard Class,19.56
CA-2012-122168,Corporate,Standard Class,53.28
CA-2012-125066,Corporate,Standard Class,62.46
CA-2012-128083,Corporate,Standard Class,45.976
CA-2012-131422,Corporate,Standard Class,207.0
CA-2012-137106,Corporate,Standard Class,79.96
CA-2012-137281,Corporate,Standard Class,6.48
CA-2012-147011,Corporate,Standard Class,13.632
CA-2012-147102,Corporate,Standard Class,66.36
CA-2012-147529,Corporate,Standard Class,324.11
CA-2012-149342,Corporate,Standard Class,896.31
CA-2012-149734,Corporate,Standard Class,200.984
CA-2012-150308,Corporate,Standard Class,246.168
CA-2012-151624,Corporate,Standard Class,21.36
CA-2012-153038,Corporate,Standard Class,94.688
CA-2012-154291,Corporate,Standard Class,457.04
CA-2012-154921,Corporate,Standard Class,186.69
CA-2012-155453,Corporate,Standard Class,4.608
CA-2012-160696,Corporate,Standard Class,7.24
CA-2012-161998,Corporate,Standard Class,277.632
CA-2012-162201,Corporate,Standard Class,937.608
CA-2012-164427,Corporate,Standard Class,239.7
CA-2012-166975,Corporate,Standard Class,692.472
CA-2012-169572,Corporate,Standard Class,46.62
CA-2013-106558,Corporate,Standard Class,316.0
CA-2013-109743,Corporate,Standard Class,104.712
CA-2013-109911,Corporate,Standard Class,10.96
CA-2013-112277,Corporate,Standard Class,519.68
CA-2013-113831,Corporate,Standard Class,4317.3
CA-2013-113845,Corporate,Standard Class,574.056
CA-2013-114713,Corporate,Standard Class,45.584
CA-2013-115504,Corporate,Standard Class,12.96
CA-2013-116764,Corporate,Standard Class,9.216
CA-2013-118073,Corporate,Standard Class,562.2925
CA-2013-118178,Corporate,Standard Class,31.086
CA-2013-119074,Corporate,Standard Class,92.7
CA-2013-123617,Corporate,Standard Class,7.434
CA-2013-123946,Corporate,Standard Class,1159.06
CA-2013-124254,Corporate,Standard Class,191.808
CA-2013-125017,Corporate,Standard Class,132.224
CA-2013-130001,Corporate,Standard Class,36.24
CA-2013-134516,Corporate,Standard Class,115.48
CA-2013-138695,Corporate,Standard Class,452.464
CA-2013-139689,Corporate,Standard Class,40.896
CA-2013-140928,Corporate,Standard Class,383.438
CA-2013-142097,Corporate,Standard Class,342.76
CA-2013-145709,Corporate,Standard Class,64.248
CA-2013-157763,Corporate,Standard Class,140.81
CA-2013-165316,Corporate,Standard Class,324.387
CA-2013-165827,Corporate,Standard Class,50.496
CA-2013-166380,Corporate,Standard Class,138.53
CA-2014-104318,Corporate,Standard Class,20.768
CA-2014-107167,Corporate,Standard Class,1347.52
CA-2014-108322,Corporate,Standard Class,26.056
CA-2014-110310,Corporate,Standard Class,68.967
CA-2014-119284,Corporate,Standard Class,2942.784
CA-2014-125745,Corporate,Standard Class,19.52
CA-2014-126046,Corporate,Standard Class,12.39
CA-2014-126382,Corporate,Standard Class,35.168
CA-2014-127803,Corporate,Standard Class,26.16
CA-2014-128769,Corporate,Standard Class,81.568
CA-2014-136826,Corporate,Standard Class,14.016
CA-2014-139619,Corporate,Standard Class,95.616
CA-2014-141614,Corporate,Standard Class,20.736
CA-2014-147333,Corporate,Standard Class,204.55
CA-2014-147361,Corporate,Standard Class,685.26
CA-2014-148810,Corporate,Standard Class,287.424
CA-2014-151855,Corporate,Standard Class,39.252
CA-2014-154816,Corporate,Standard Class,5.78
CA-2014-155824,Corporate,Standard Class,61.876
CA-2014-156272,Corporate,Standard Class,64.384
CA-2014-157854,Corporate,Standard Class,2747.25
CA-2014-158407,Corporate,Standard Class,103.968
CA-2014-159100,Corporate,Standard Class,1893.786
CA-2014-160017,Corporate,Standard Class,10.368
CA-2014-160724,Corporate,Standard Class,34.5
CA-2014-161130,Corporate,Standard Class,361.376
CA-2014-161592,Corporate,Standard Class,8.1
CA-2014-163629,Corporate,Standard Class,286.09
CA-2014-164756,Corporate,Standard Class,997.83
CA-2014-164917,Corporate,Standard Class,47.96
CA-2014-165029,Corporate,Standard Class,12.84
CA-2014-168102,Corporate,Standard Class,113.568
CA-2014-168389,Corporate,Standard Class,873.811
CA-2014-169012,Corporate,Standard Class,41.91
US-2011-107405,Corporate,Standard Class,16.272
US-2011-109162,Corporate,Standard Class,170.352
US-2011-118997,Corporate,Standard Class,1215.92
US-2011-143581,Corporate,Standard Class,344.91
US-2011-147774,Corporate,Standard Class,67.194
US-2011-156216,Corporate,Standard Class,18.648
US-2011-157231,Corporate,Standard Class,115.36
US-2011-164763,Corporate,Standard Class,103.5
US-2012-112508,Corporate,Standard Class,6.992
US-2012-136476,Corporate,Standard Class,157.794
US-2012-148817,Corporate,Standard Class,125.64
US-2012-158911,Corporate,Standard Class,16.712
US-2013-102232,Corporate,Standard Class,197.05
US-2013-144393,Corporate,Standard Class,17.616
US-2013-148901,Corporate,Standard Class,191.018
US-2013-150357,Corporate,Standard Class,24.703
US-2013-150567,Corporate,Standard Class,29.97
US-2013-159415,Corporate,Standard Class,79.12
US-2013-164630,Corporate,Standard Class,959.968
US-2014-115252,Corporate,Standard Class,30.336
US-2014-126060,Corporate,Standard Class,198.272
US-2014-128118,Corporate,Standard Class,76.521
US-2014-135503,Corporate,Standard Class,14.76
US-2014-166611,Corporate,Standard Class,68.742
Grand Total,Corporate,Standard Class,55942.7865
